"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.99594355537469,0.435,0.085,0,"8","TSPAN33"
0,1.17843343457535,0.731,0.385,0,"8","ATP2B1"
0,1.1568932322881,0.812,0.467,0,"8","PARP1"
0,5.85637641043832,0.355,0.01,0,"8","IGHG4"
0,1.73770490988204,0.469,0.125,0,"8","METTL7A"
0,2.58355216644121,0.401,0.058,0,"8","SETBP1"
0,1.26817839149721,0.837,0.494,0,"8","PRDM2"
0,1.40838790859299,0.549,0.208,0,"8","BCAS4"
0,1.73336599305982,0.482,0.143,0,"8","DDAH2"
0,1.28211134518566,0.712,0.374,0,"8","HERPUD1"
0,2.71815429653509,0.386,0.049,0,"8","RASGRP3"
0,1.29739279824593,0.891,0.555,0,"8","SNX3"
0,1.92382633254584,0.459,0.126,0,"8","FCRL3"
0,2.46286397907828,0.387,0.056,0,"8","CNR2"
0,3.08408035588073,0.457,0.128,0,"8","IGLC2"
0,2.25340452664312,0.386,0.058,0,"8","SNX22"
0,1.04184351573942,0.723,0.395,0,"8","PARP14"
0,1.05005180896276,0.696,0.368,0,"8","PPM1K"
0,1.55299964066645,0.485,0.157,0,"8","GUCD1"
0,1.19044702882356,0.692,0.365,0,"8","MBD4"
0,2.32470234558197,0.4,0.074,0,"8","CD72"
0,2.32570561778698,0.399,0.073,0,"8","USP6NL"
0,1.58319163667289,0.49,0.164,0,"8","SHMT2"
0,2.02037675170625,0.452,0.127,0,"8","ANXA4"
0,1.8257377468282,0.434,0.109,0,"8","ALOX5"
0,1.36880339956391,0.551,0.227,0,"8","CAMK1D"
0,1.53334285835358,0.459,0.135,0,"8","LYL1"
0,1.24020172978904,0.605,0.281,0,"8","PPP3CA"
0,0.866888736867464,0.735,0.412,0,"8","REL"
0,0.793547742853503,0.629,0.306,0,"8","RAB11FIP1"
0,1.61552241596002,0.509,0.186,0,"8","KDM4B"
0,1.11392902965402,0.669,0.348,0,"8","PHKB"
0,1.3877939648604,0.539,0.219,0,"8","PRKD3"
0,1.47880423808413,0.446,0.126,0,"8","TLE1"
0,2.8409378271651,0.357,0.039,0,"8","PLEKHG1"
0,1.42138142604112,0.507,0.189,0,"8","TCF3"
0,1.02487781425258,0.654,0.336,0,"8","PLP2"
0,1.48105275403198,0.555,0.238,0,"8","VOPP1"
0,1.28968353461754,0.562,0.245,0,"8","ANKRD13A"
0,1.40398718680948,0.514,0.197,0,"8","UVRAG"
0,1.23092792412082,0.495,0.178,0,"8","IFNGR2"
0,1.53345370453691,0.486,0.169,0,"8","PARP15"
0,1.41796504804384,0.478,0.161,0,"8","FCHSD2"
0,1.98762709496698,0.404,0.091,0,"8","HDAC9"
0,1.38600157032949,0.537,0.224,0,"8","TSPAN3"
0,0.390175189263267,0.905,0.593,0,"8","COTL1"
0,3.1788228006938,0.399,0.087,0,"8","IGLC3"
0,1.19212990286433,0.63,0.318,0,"8","B4GALT1"
0,1.37038128231323,0.449,0.138,0,"8","BCL7A"
0,1.53839053266567,0.472,0.164,0,"8","FAM3C"
0,1.24537378623473,0.541,0.234,0,"8","TRAF5"
0,1.23127097828669,0.564,0.257,0,"8","DRAM2"
0,0.619495802369172,0.948,0.642,0,"8","CLIC1"
0,1.43738511209695,0.473,0.167,0,"8","RIC3"
0,1.20608431109242,0.528,0.223,0,"8","P2RY10"
0,1.29343928759207,0.589,0.284,0,"8","MEF2A"
0,0.848858407305563,0.902,0.598,0,"8","EVI2B"
0,1.54187685655325,0.43,0.127,0,"8","GRK3"
0,1.0939000055854,0.886,0.585,0,"8","SP110"
0,2.10123459013208,0.373,0.072,0,"8","HLA-DOA"
0,1.21881925635537,0.58,0.279,0,"8","AC004687.1"
0,1.60398116579266,0.508,0.208,0,"8","TTN"
0,0.907845229850341,0.657,0.357,0,"8","SH3BP5"
0,3.37071599700138,0.328,0.028,0,"8","CDK14"
0,2.07714984576982,0.349,0.049,0,"8","PLD4"
0,1.00164993214462,0.719,0.42,0,"8","ITSN2"
0,2.0175602216788,0.376,0.077,0,"8","PAWR"
0,1.11867224484143,0.536,0.239,0,"8","VEGFB"
0,1.19887708771561,0.496,0.199,0,"8","NOTCH2"
0,3.43624778892658,0.324,0.027,0,"8","LINC01857"
0,1.18287301787393,0.513,0.217,0,"8","CHD7"
0,1.05749492547795,0.571,0.275,0,"8","WASHC4"
0,0.977502312088932,0.605,0.31,0,"8","NT5C"
0,5.56084416081083,0.304,0.01,0,"8","IGHG2"
0,2.3948975592119,0.359,0.066,0,"8","KYNU"
0,1.56909638097567,0.419,0.127,0,"8","HSH2D"
0,0.860456098804723,0.674,0.383,0,"8","BIRC3"
0,0.891386831041803,0.585,0.295,0,"8","PLEKHA2"
0,7.86464386433539,0.292,0.002,0,"8","SSPN"
0,1.37608729160148,0.436,0.147,0,"8","CD83"
0,1.95841861939602,0.367,0.078,0,"8","MICAL3"
0,1.67414987180935,0.407,0.118,0,"8","CYSLTR1"
0,0.948245665881284,0.586,0.298,0,"8","ITPR1"
0,1.5319695365047,0.408,0.123,0,"8","HIP1R"
0,1.0107058268946,0.936,0.652,0,"8","MTPN"
0,1.8874897183641,0.378,0.095,0,"8","TMED8"
0,1.00503245409587,0.65,0.367,0,"8","MKNK2"
0,0.820197624918389,0.645,0.363,0,"8","MAP3K1"
0,1.08424774018278,0.541,0.26,0,"8","ELOVL5"
0,0.799299636705478,0.763,0.482,0,"8","PLCG2"
0,1.02977249600309,0.562,0.282,0,"8","IQSEC1"
0,1.55171463897132,0.41,0.13,0,"8","RABEP2"
0,1.35523301250037,0.448,0.169,0,"8","PHTF2"
0,3.27204222440166,0.304,0.025,0,"8","DENND5B"
0,0.754008876450173,0.885,0.608,0,"8","CD81"
0,2.56849510464666,0.328,0.053,0,"8","DUS2"
0,0.866688565613097,0.761,0.487,0,"8","LAMTOR5"
0,0.862038509547575,0.899,0.625,0,"8","RNASET2"
0,1.20390144177774,0.469,0.195,0,"8","CIAO2A"
0,1.03161380189204,0.529,0.257,0,"8","ACBD3"
0,1.47688056535756,0.42,0.15,0,"8","AMFR"
0,1.15076001107969,0.467,0.198,0,"8","PLEKHF2"
0,1.70649755753675,0.36,0.092,0,"8","ENTPD1"
0,1.62460667325013,0.401,0.135,0,"8","RNF141"
0,0.99112364022971,0.538,0.272,0,"8","ATP2A3"
0,0.966641156145288,0.576,0.31,0,"8","ARHGAP25"
0,1.08620676036018,0.439,0.174,0,"8","RHOQ"
0,1.79744436903904,0.336,0.071,0,"8","STAP1"
0,2.51386022737999,0.32,0.055,0,"8","CBFA2T3"
0,1.48258903367566,0.367,0.105,0,"8","RAB30"
0,0.81225000577901,0.87,0.608,0,"8","GRB2"
0,0.876816876807065,0.461,0.202,0,"8","SNX10"
0,1.02842656363583,0.503,0.245,0,"8","TCOF1"
0,1.35396755459612,0.446,0.188,0,"8","DUSP22"
0,1.1179113082143,0.361,0.103,0,"8","LRRK2"
0,1.59937785667314,0.379,0.121,0,"8","DOP1B"
0,1.356649627394,0.435,0.178,0,"8","TLE3"
0,1.23450182900733,0.39,0.136,0,"8","UNC93B1"
0,2.3717771609813,0.298,0.044,0,"8","RUBCNL"
0,3.77681266800719,0.267,0.016,0,"8","BACE2"
0,1.37249758811087,0.424,0.174,0,"8","MAP3K8"
0,1.52268934835743,0.377,0.127,0,"8","BCL2A1"
0,0.760135321509476,0.883,0.634,0,"8","FCMR"
0,2.28793311016714,0.298,0.049,0,"8","E2F5"
0,2.77336268676033,0.285,0.037,0,"8","SH2B2"
0,1.20726187459173,0.471,0.225,0,"8","MRPL40"
0,0.950725342766368,0.427,0.182,0,"8","UGCG"
0,1.33457200209693,0.39,0.148,0,"8","CHPT1"
0,0.968029917282249,0.385,0.147,0,"8","CDCA7L"
0,1.2778337921723,0.362,0.124,0,"8","ITM2C"
0,1.4899051733026,0.357,0.119,0,"8","MCM5"
0,1.19593170360131,0.343,0.107,0,"8","LILRB1"
0,1.49821334871679,0.37,0.134,0,"8","DAAM1"
0,2.01289695313282,0.293,0.057,0,"8","SIGLEC10"
0,1.92952837783674,0.318,0.083,0,"8","MIR29B2CHG"
0,1.95723928730025,0.294,0.059,0,"8","CCR6"
0,0.862363508665177,0.388,0.157,0,"8","PIK3AP1"
0,1.7151779494147,0.329,0.098,0,"8","ARID3A"
0,1.52212459842026,0.345,0.116,0,"8","CR1"
0,1.41427383065975,0.344,0.117,0,"8","SNRNP25"
0,1.8076803767673,0.3,0.074,0,"8","SIPA1L3"
0,1.26380490921171,0.365,0.14,0,"8","MAP4K1"
0,1.44135906222106,0.337,0.113,0,"8","TRAK1"
0,1.52160532302333,0.342,0.119,0,"8","TOR3A"
0,0.782354425583216,0.861,0.638,0,"8","TCEA1"
0,0.95047931950685,0.32,0.101,0,"8","HCK"
0,1.42256067645667,0.331,0.116,0,"8","SIDT2"
0,2.47098837800177,0.253,0.038,0,"8","WEE1"
0,1.38694564444004,0.932,0.718,0,"8","CRIP1"
0,1.69429079873808,0.281,0.068,0,"8","AL050309.1"
0,1.53000673034177,0.315,0.104,0,"8","BMP2K"
0,0.840131360837371,0.298,0.092,0,"8","FCER2"
0,1.27558636749139,0.337,0.132,0,"8","FUT8"
0,1.38858632848781,0.316,0.113,0,"8","LIMD1"
0,1.47312232579841,0.297,0.094,0,"8","SYVN1"
0,1.29870285710599,0.301,0.102,0,"8","FAM49A"
0,1.76372134500044,0.28,0.082,0,"8","GPR18"
0,1.39548800743546,0.299,0.102,0,"8","OAS1"
0,1.74554474640072,0.25,0.067,0,"8","TRIO"
0,1.58679756489263,0.255,0.074,0,"8","BTN2A2"
0,0.799325661532461,0.901,0.737,0,"8","PLAC8"
0,0.62866855656693,0.939,0.819,0,"8","LTB"
0,1.59096879640007,0.998,0.906,0,"8","CD37"
0,0.489339500867834,0.995,0.916,0,"8","CYBA"
0,0.712797696560918,0.981,0.907,0,"8","LAPTM5"
0,0.705463087924932,0.992,0.931,0,"8","ARPC3"
0,0.820054214318401,0.998,0.951,0,"8","CD52"
0,0.308249946551516,0.993,0.96,0,"8","OAZ1"
0,0.455356261441032,0.994,0.966,0,"8","EEF2"
0,0.34011966254131,0.999,0.995,0,"8","RPL8"
0,0.298530872537206,0.999,0.995,0,"8","RPL12"
0,0.638678762063247,0.999,0.995,0,"8","RPS11"
0,0.299020513114593,1,1,0,"8","MT-CO1"
0,0.300907739896706,1,1,0,"8","MT-CO2"
0,0.342322821478684,1,1,0,"8","MT-ND4"
9.88131291682493e-324,0.852217651451278,0.591,0.312,2.42289792720547e-319,"8","CHD9"
4.29837111881884e-321,1.25316886767136,0.251,0.086,1.05396059833438e-316,"8","PARVB"
1.23379061210768e-318,0.299057036003793,0.999,0.996,3.02525458088803e-314,"8","RPL18A"
4.39253410212844e-317,0.277319424003309,1,0.997,1.07704936184189e-312,"8","RPL13A"
1.24111889020618e-316,0.365348319911923,0.684,0.335,3.04322351878556e-312,"8","ZEB2"
8.43012848186691e-314,1.41607637436309,0.278,0.102,2.06706750375377e-309,"8","CCDC141"
1.53725864428784e-313,1.0614070235912,0.317,0.12,3.76935819579378e-309,"8","RRAS2"
2.1152174370607e-312,1.25963655489456,0.35,0.148,5.18651315567283e-308,"8","CSGALNACT1"
2.00365161470538e-311,0.947611839995195,0.504,0.251,4.91295375925759e-307,"8","SPINT2"
4.9510543743675e-311,0.551107553960035,0.945,0.813,1.21399853259491e-306,"8","ERP29"
4.2165249041975e-307,0.269032136743759,1,1,1.03389190650923e-302,"8","MT-CO3"
2.30332051091034e-305,0.80938003500948,0.764,0.514,5.64774189275215e-301,"8","GDI2"
4.50038076765671e-305,1.0705445164391,0.479,0.244,1.10349336422943e-300,"8","ADK"
8.8043215225481e-303,1.02922537968971,0.435,0.204,2.15881963732879e-298,"8","TBC1D22A"
1.36329371421852e-302,0.555906300036207,0.943,0.833,3.3427961872638e-298,"8","NME2"
2.23466003802747e-302,0.845514785759759,0.575,0.311,5.47938641324335e-298,"8","ZCCHC7"
6.30800311878206e-298,0.628445465182847,0.867,0.671,1.54672236472536e-293,"8","SP100"
3.66948566329994e-293,1.04028225329266,0.412,0.192,8.99757884641145e-289,"8","DMXL1"
1.06641356135632e-292,0.63953680854462,0.886,0.714,2.61484605244569e-288,"8","UCP2"
8.89639531000386e-284,1.17217500095703,0.26,0.095,2.18139613001295e-279,"8","ZC3H12D"
4.73197351702868e-282,0.973437555279671,0.46,0.228,1.16027990637543e-277,"8","AFTPH"
4.78828735165713e-280,0.974753629030025,0.429,0.207,1.17408805862633e-275,"8","WDR11"
2.15683978748131e-278,0.698132012783321,0.848,0.688,5.28857115890417e-274,"8","TAGLN2"
6.40064932455005e-276,0.637468976103763,0.812,0.574,1.56943921437967e-271,"8","MOB1A"
9.5287741453729e-275,0.780738650633876,0.606,0.346,2.33645542044543e-270,"8","LMBRD1"
1.46292578987013e-274,0.708647049424895,0.766,0.526,3.58709403676156e-270,"8","JMJD1C"
2.83890582850911e-273,0.711390964503809,0.764,0.53,6.96099709150433e-269,"8","POLD4"
4.53967814002052e-270,0.687524865429532,0.82,0.591,1.11312907993303e-265,"8","ISCU"
1.5901792371811e-267,1.231739927492,0.266,0.103,3.89911948956805e-263,"8","KIF3B"
2.20533998304155e-267,0.776622653102425,0.692,0.442,5.40749363841787e-263,"8","DBNL"
2.43724538453822e-266,0.983738389734928,0.387,0.177,5.97612568288771e-262,"8","GNB5"
1.95509157327187e-265,0.849019680872433,0.339,0.143,4.79388453766262e-261,"8","USP28"
1.17558580810797e-264,1.12949606641852,0.279,0.111,2.88253640148074e-260,"8","RELT"
1.91663981378809e-264,0.406279232421976,0.98,0.932,4.69960082340841e-260,"8","SLC25A6"
4.50513244031039e-264,0.875797574977517,0.573,0.33,1.10465847436411e-259,"8","ZFAND6"
8.41973556842833e-264,0.858446085768915,0.346,0.149,2.06451916137863e-259,"8","GSAP"
1.6557156367092e-263,1.08354814745761,0.301,0.125,4.05981474121095e-259,"8","TTC7A"
9.36402992288824e-261,0.775465139819075,0.51,0.264,2.2960601370922e-256,"8","LPGAT1"
1.87283606737731e-259,0.902487860794185,0.445,0.223,4.59219403720915e-255,"8","PDE4B"
6.65125932431108e-257,1.00899778994394,0.356,0.161,1.63088878632108e-252,"8","PPP1R9B"
1.27052709396284e-256,1.11653011623857,0.272,0.108,3.11533243439689e-252,"8","AC027097.1"
2.78880499884572e-254,0.589808568889787,0.848,0.634,6.83814985716971e-250,"8","RCSD1"
4.09877654296443e-253,0.838109619480674,0.479,0.248,1.00502000833488e-248,"8","RB1"
3.08336504006773e-251,0.261738605714209,0.998,0.993,7.56041107824607e-247,"8","H3F3A"
4.31195713797841e-248,0.893957486942479,0.454,0.233,1.05729189023231e-243,"8","SAMD9L"
2.02107835373221e-247,0.898687902014911,0.423,0.21,4.95568412335137e-243,"8","NUP88"
2.59985472489736e-244,1.05033856679401,0.371,0.177,6.37484378544833e-240,"8","ST3GAL5"
1.75064748917153e-242,1.30015100071967,0.268,0.111,4.29258764344859e-238,"8","CLN8"
2.67123252642409e-242,1.02904645056761,0.281,0.117,6.54986215479188e-238,"8","SNN"
2.70541854438003e-241,0.945101300011559,0.447,0.238,6.63368627081983e-237,"8","RGS2"
1.09513240662613e-239,0.722124091767916,0.741,0.524,2.68526466104728e-235,"8","RPL22L1"
5.08603840252116e-238,0.893514391273521,0.407,0.202,1.24709661629819e-233,"8","TBC1D5"
2.42188621708655e-236,1.12340613466743,0.265,0.108,5.93846500429622e-232,"8","AC245060.5"
1.0919295402991e-232,0.96712629264009,0.345,0.158,2.67741123281338e-228,"8","DCTPP1"
1.13073962860282e-232,0.918619480226225,0.408,0.204,2.77257356933412e-228,"8","TMEM131"
1.22295541411063e-232,0.81355067129722,0.466,0.245,2.99868667539925e-228,"8","RAPGEF1"
8.5732093497423e-232,1.18988086902488,0.253,0.102,2.10215093255681e-227,"8","BRI3BP"
1.10169129722808e-231,1.00394607885401,0.372,0.181,2.70134706080324e-227,"8","SCPEP1"
1.32862312264535e-230,0.929789055973606,0.416,0.216,3.25778389672641e-226,"8","MX1"
1.21762650474905e-229,0.758768979451705,0.742,0.547,2.98562018964467e-225,"8","GABARAPL2"
5.3658422346984e-228,0.877285720169952,0.43,0.22,1.31570451594805e-223,"8","FAM214A"
5.943689820741e-227,0.758443179749319,0.55,0.319,1.45739274404569e-222,"8","SHOC2"
1.4295348481563e-226,0.683020255218127,0.616,0.367,3.50521944767926e-222,"8","ARID5B"
1.95065414625603e-226,0.68180310529443,0.664,0.421,4.78300396661978e-222,"8","CDC40"
8.13315330962502e-226,0.498355230609563,0.881,0.719,1.99424919152005e-221,"8","LSP1"
5.61375325669314e-224,0.916616782975623,0.36,0.172,1.37649229854116e-219,"8","CCDC32"
2.43860216693496e-223,0.644309443339212,0.675,0.431,5.97945251332452e-219,"8","INPP5D"
3.30883581129358e-223,0.933496968536622,0.281,0.118,8.11326540929185e-219,"8","TENT5C"
6.19672185292582e-223,0.944957974168525,0.267,0.113,1.51943619833741e-218,"8","RHOB"
8.87026507785653e-223,2.09306031701559,0.253,0.108,2.17498899709042e-218,"8","MPP6"
9.01719295740365e-222,0.660057896162724,0.681,0.452,2.21101571315537e-217,"8","ADD1"
5.17987922127778e-221,1.06828605913107,0.272,0.116,1.27010638505731e-216,"8","LINC01588"
3.92260956544555e-220,0.663995718802577,0.725,0.499,9.6182386544725e-216,"8","SNHG7"
1.14631731168113e-216,0.454285889859168,0.864,0.671,2.81077004824213e-212,"8","PSMB9"
3.95972158922453e-216,0.76890682675022,0.535,0.312,9.70923733677854e-212,"8","EPS15"
1.21864129309389e-215,0.704618966596301,0.575,0.348,2.98810845066623e-211,"8","APPL1"
1.25682799625194e-214,0.990315085649035,0.318,0.147,3.08174224680976e-210,"8","TRAF3"
6.05671435083841e-214,0.90395374755551,0.324,0.15,1.48510635882558e-209,"8","KIF20B"
1.97430916669852e-213,0.607368260125123,0.739,0.509,4.84100607674478e-209,"8","CSK"
5.98108588868203e-213,1.0470658906989,0.303,0.138,1.46656225990483e-208,"8","TP53INP1"
1.69137412949508e-212,0.980819565166236,0.268,0.115,4.14724936552193e-208,"8","PLXNC1"
1.03998203645769e-210,0.961276420645322,0.371,0.187,2.55003595339426e-206,"8","ZNF581"
8.28080367219742e-209,0.750523178403238,0.559,0.335,2.03045306042281e-204,"8","ST6GAL1"
1.52526672066735e-207,0.335522644645129,0.564,0.302,3.73995399907635e-203,"8","ANXA2"
6.88363534596887e-206,0.857771367257675,0.343,0.165,1.68786738683157e-201,"8","GALNT10"
7.32888127327664e-205,0.877818983807005,0.461,0.259,1.79704168820743e-200,"8","CAMK2D"
4.42225472596744e-204,0.282602632559989,0.814,0.519,1.08433685880722e-199,"8","AHNAK"
1.33184410031678e-203,0.354661180055071,0.97,0.892,3.26568173397674e-199,"8","YWHAZ"
1.67453493855356e-203,0.533801256932644,0.799,0.59,4.10595966933332e-199,"8","ARF6"
3.41846413943577e-199,0.951361793091019,0.333,0.162,8.3820740698965e-195,"8","AC009950.1"
3.44973452105392e-199,1.05490786662303,0.281,0.126,8.45874904562421e-195,"8","GRAP"
1.97244541942661e-195,0.821318561820734,0.425,0.228,4.83643616843405e-191,"8","BCL10"
2.89384315256353e-195,0.557868586225501,0.794,0.598,7.09570341008578e-191,"8","BOD1L1"
3.44389200432031e-195,0.66964230075305,0.374,0.185,8.44442319459341e-191,"8","RASSF2"
2.55469750888062e-193,0.724697618210856,0.409,0.215,6.26411829177528e-189,"8","SNX29"
2.92706247704375e-193,0.859923686349599,0.357,0.179,7.17715719371129e-189,"8","CYB5R3"
5.12137496020945e-193,1.0665628414,0.254,0.112,1.25576114024336e-188,"8","C16orf74"
6.6834871765936e-192,0.330246380472591,0.984,0.944,1.63879105570075e-187,"8","PNISR"
1.467313698844e-186,0.863835352786285,0.334,0.166,3.5978531895655e-182,"8","CCDC6"
6.67868739545028e-186,0.778332230226952,0.418,0.226,1.63761414936441e-181,"8","MARF1"
7.12892335691297e-186,0.811591229231124,0.434,0.241,1.74801200711506e-181,"8","DENND4A"
9.48307897063002e-186,0.93373547081285,0.31,0.149,2.32525096359848e-181,"8","SLC50A1"
2.53331952036724e-185,0.573609623049718,0.588,0.352,6.21169946394047e-181,"8","CNPY3"
3.66406761546116e-185,0.99020224425527,0.273,0.126,8.98429379311076e-181,"8","KLHL5"
5.30285579934043e-185,0.708684971880855,0.444,0.241,1.30026024199827e-180,"8","PPP3CC"
1.06800774810831e-184,0.521853867952991,0.852,0.69,2.61875499836157e-180,"8","CD53"
1.2958225652162e-184,0.95603345753429,0.266,0.121,3.17735692991011e-180,"8","RELB"
8.80147683436462e-184,0.831081719650135,0.772,0.62,2.1581221197862e-179,"8","CIB1"
5.27126873807644e-183,0.669440306684471,0.563,0.342,1.29251509457634e-178,"8","LSM10"
1.60051569037357e-182,0.846296965007085,0.308,0.148,3.924464472796e-178,"8","NOC3L"
4.84285871862737e-182,0.996740982507581,0.251,0.111,1.18746895780743e-177,"8","DEF8"
3.56311495623072e-181,0.928286412736798,0.312,0.152,8.73675787267773e-177,"8","CLASRP"
3.44766794587299e-179,0.870358581553655,0.311,0.151,8.45368180328056e-175,"8","NIPA2"
6.16586863056881e-179,0.790268437295194,0.33,0.164,1.51187098821547e-174,"8","GPATCH11"
7.80428606585197e-177,0.676227670530272,0.509,0.301,1.9136109433469e-172,"8","NGLY1"
2.19496112260312e-174,0.565239983793013,0.575,0.35,5.38204467262284e-170,"8","RNF19A"
3.76906342635671e-174,0.7692144193674,0.423,0.238,9.24174352142666e-170,"8","SNX5"
7.77779171502153e-174,0.600132234723429,0.643,0.426,1.90711452852328e-169,"8","EBLN3P"
1.39422771268596e-173,0.994054485097744,0.259,0.119,3.41864635150597e-169,"8","SREBF2"
1.66845982571656e-173,0.616080432217594,0.533,0.322,4.09106349265701e-169,"8","BLOC1S2"
6.18915458612093e-173,0.415983658532379,0.316,0.153,1.51758070451685e-168,"8","PLPP5"
2.43396691803829e-172,0.867886387150909,0.327,0.165,5.96808688302989e-168,"8","PHF6"
3.98312437585626e-171,0.583374464204844,0.607,0.384,9.76662096959955e-167,"8","RGS19"
4.82504968172387e-171,0.940934634078066,0.275,0.13,1.18310218195869e-166,"8","ZNF107"
2.07958867876274e-170,0.731268772409441,0.323,0.158,5.09915144032623e-166,"8","SLAMF6"
4.12013186370182e-169,0.738977154959172,0.378,0.205,1.01025633297969e-164,"8","PMAIP1"
9.2089513241603e-168,0.333692851005048,0.955,0.866,2.2580348646841e-163,"8","TPM3"
1.55156802513268e-165,0.594638077700106,0.664,0.453,3.80444479762534e-161,"8","RNASEH2B"
1.8085403278094e-165,0.732287109113064,0.406,0.224,4.43454088378865e-161,"8","ITGAE"
1.37094251761123e-164,0.687340105261206,0.588,0.389,3.36155105318274e-160,"8","ZBTB20"
8.75098056366709e-161,0.652235695297944,0.377,0.206,2.14574043421117e-156,"8","YWHAH"
1.1293135200417e-160,0.644548342661727,0.515,0.316,2.76907675114224e-156,"8","MOB3A"
4.30293375645663e-160,0.79183915144219,0.369,0.201,1.05507935708317e-155,"8","ACADM"
1.2302351637717e-158,0.497803109231066,0.782,0.604,3.01653662156821e-154,"8","UBE2I"
8.77022260771055e-158,0.665214125139696,0.584,0.386,2.15045858341063e-153,"8","ITGB1"
1.74435499619712e-157,0.528162187235547,0.458,0.26,4.27715845067533e-153,"8","APOBEC3C"
4.58216325254718e-155,0.849566300763492,0.296,0.15,1.12354642952457e-150,"8","RRAGC"
8.40432348092739e-155,0.723517118758326,0.369,0.201,2.0607401175234e-150,"8","ST8SIA4"
5.68047182171449e-154,0.430288549556819,0.618,0.396,1.39285169068439e-149,"8","IER5"
9.4593731179291e-154,0.459231016865297,0.798,0.626,2.31943828851621e-149,"8","LSM7"
5.67022075148093e-152,0.910531837335488,0.27,0.133,1.39033812826312e-147,"8","TERF2"
5.71504060846669e-151,0.790845455949429,0.351,0.189,1.40132795719603e-146,"8","ZNF92"
5.85173039314561e-151,0.591982085978945,0.444,0.255,1.4348442923993e-146,"8","CAT"
2.28827627900046e-150,0.310698966939437,0.994,0.983,5.61085343610913e-146,"8","MTRNR2L12"
1.2477615018297e-148,0.655823661625401,0.514,0.324,3.05951120248642e-144,"8","SINHCAF"
2.79065871884021e-148,0.637269150810917,0.451,0.265,6.8426951785962e-144,"8","CSNK1G3"
1.14789053586923e-146,0.304703981718302,0.968,0.929,2.81462759395136e-142,"8","PPIA"
3.74232409632335e-146,0.256331840109885,1,1,9.17617868418485e-142,"8","MT-ND3"
6.05434730670169e-146,0.709406405176882,0.345,0.184,1.48452595960325e-141,"8","MTMR4"
1.32868254974734e-145,0.556691641463309,0.591,0.389,3.25792961198048e-141,"8","UPF2"
2.47612183760975e-145,0.419426315365623,0.849,0.702,6.07145074581912e-141,"8","MYCBP2"
4.92161035963959e-145,0.448950966030427,0.709,0.499,1.20677886018363e-140,"8","IFI16"
4.9863470096623e-145,0.576201775549194,0.35,0.185,1.2226522867692e-140,"8","VAV3"
3.58453333065791e-143,0.830315162108932,0.37,0.211,8.78927572677318e-139,"8","GRHPR"
5.96275563092563e-143,0.582064443082187,0.535,0.344,1.46206768070296e-138,"8","AIDA"
1.37871638522528e-142,0.76531054406136,0.285,0.144,3.38061257657238e-138,"8","ALDH16A1"
1.95320078224498e-141,0.79569306578346,0.29,0.148,4.78924831806469e-137,"8","PIP4P1"
3.19795578413293e-141,0.698654632816873,0.359,0.199,7.84138758269395e-137,"8","CEPT1"
6.97923504862279e-141,0.450029078549136,0.821,0.653,1.71130843392231e-136,"8","ISG20"
7.40545245110856e-141,0.47886864079513,0.705,0.513,1.81581694101182e-136,"8","RASGRP2"
1.76568164662625e-140,0.617711542598499,0.468,0.281,4.32945139752756e-136,"8","TANK"
8.32671564735488e-140,0.378592503257091,0.89,0.748,2.04171067673142e-135,"8","AKAP13"
9.77026264062252e-140,0.646409390278608,0.467,0.287,2.39566839948064e-135,"8","RABEP1"
1.27413434810055e-139,0.304484584292575,0.996,0.987,3.12417742154254e-135,"8","JUND"
5.26739873012968e-139,0.492143365704349,0.709,0.521,1.2915661686278e-134,"8","OGA"
9.24459307953702e-139,0.674013299376521,0.41,0.239,2.26677422310248e-134,"8","IGFLR1"
5.40074812822836e-138,0.771521818603026,0.312,0.168,1.32426344104159e-133,"8","PELI1"
7.45530763408048e-138,0.375516565931371,0.877,0.747,1.82804143187653e-133,"8","TAPBP"
3.54716553782232e-137,0.680485527679227,0.371,0.21,8.69764989874033e-133,"8","CYB5R4"
1.81778860243001e-136,0.530481537628207,0.621,0.423,4.45721765315838e-132,"8","ASXL1"
2.70844558331469e-136,0.784203460220923,0.292,0.152,6.64110857028761e-132,"8","ECI1"
3.82985493940096e-136,0.711086455602122,0.39,0.225,9.39080431141116e-132,"8","PFKL"
3.86728599899136e-136,0.81119132932738,0.271,0.137,9.48258526952682e-132,"8","NFATC1"
1.58099465998438e-133,0.608040745995112,0.442,0.262,3.8765989062817e-129,"8","MARCH9"
1.78502148958541e-132,0.691729287923551,0.327,0.18,4.37687269246342e-128,"8","LMO4"
1.96758505778328e-132,0.533450069755716,0.607,0.417,4.82451856168459e-128,"8","CNTRL"
3.73323044908863e-132,0.751702738797496,0.271,0.139,9.15388106116532e-128,"8","RNF41"
1.26265563873389e-131,0.600505762208842,0.484,0.3,3.0960316261755e-127,"8","TMEM134"
2.27693046023924e-131,0.833665851618821,0.275,0.142,5.58303348850661e-127,"8","MRNIP"
8.93216516406626e-131,0.255490424375095,0.984,0.954,2.19016689822905e-126,"8","YBX1"
5.20782832712779e-130,0.691920060310789,0.316,0.17,1.27695950581173e-125,"8","PRKD2"
2.21348917831477e-129,0.679087584254472,0.314,0.169,5.42747546522781e-125,"8","SIT1"
